# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2015)
# Atmospheric transmittance spectrum synthesized with PUMAS (Villanueva et al. 2016, Smith et al. 2009, Edwards 1992)
# Synthesized on Tue Jul 24 07:38:22 2018
# Molecular abundance atmprofile: Earth at 4084 m, NASA/MERRA 2017/01/02
# Molecules considered: H2O,CO2,O3,O2
# Molecular sources: HIT[1],HIT[2],HIT[3],HIT[7]
# Molecular abundances: 50,1,1,1
# Molecular abundance units: ppm,scl,scl,scl
# ------------------------------------------------------------------------
# Spectral unit: Frequency[GHz]
# Wave/freq Total H2O CO2 O3 O2
6.660000000e+02  0.79978  0.87176  1.00000  0.91918  0.99809
6.650000000e+02  0.85451  0.87114  1.00000  0.98274  0.99813
6.640000000e+02  0.86480  0.87028  1.00000  0.99553  0.99817
6.630000000e+02  0.86350  0.86900  1.00000  0.99545  0.99821
6.620000000e+02  0.85380  0.86716  1.00000  0.98632  0.99824
6.610000000e+02  0.83099  0.86381  1.00000  0.96372  0.99827
6.600000000e+02  0.85060  0.85721  1.00000  0.99397  0.99830
6.590000000e+02  0.82233  0.84065  1.00000  0.97977  0.99833
6.580000000e+02  0.75111  0.81050  1.00000  0.92700  0.99836
6.570000000e+02  0.77738  0.84407  1.00000  0.92271  0.99839
6.560000000e+02  0.46658  0.85756  1.00000  0.54477  0.99841
6.550000000e+02  0.48116  0.86278  1.00000  0.55852  0.99844
6.540000000e+02  0.77385  0.86502  1.00000  0.89603  0.99846
6.530000000e+02  0.84354  0.86602  1.00000  0.97552  0.99848
6.520000000e+02  0.81563  0.86646  1.00000  0.94275  0.99851
6.510000000e+02  0.78135  0.86658  1.00000  0.90297  0.99853
6.500000000e+02  0.85717  0.86648  1.00000  0.99070  0.99854
6.490000000e+02  0.85911  0.86621  1.00000  0.99323  0.99856
6.480000000e+02  0.79732  0.86574  1.00000  0.92229  0.99856
6.470000000e+02  0.85307  0.86479  1.00000  0.98787  0.99856
6.460000000e+02  0.84255  0.86209  1.00000  0.97878  0.99851
6.450000000e+02  0.79920  0.86378  1.00000  0.92678  0.99834
6.440000000e+02  0.85380  0.86386  1.00000  0.99136  0.99696
6.430000000e+02  0.84744  0.86337  1.00000  0.98597  0.99553
6.420000000e+02  0.80406  0.86239  1.00000  0.93407  0.99819
6.410000000e+02  0.85011  0.85985  1.00000  0.99012  0.99855
6.400000000e+02  0.83252  0.85695  1.00000  0.97281  0.99865
6.390000000e+02  0.79302  0.85388  1.00000  0.92992  0.99868
6.380000000e+02  0.84437  0.85062  1.00000  0.99395  0.99870
6.370000000e+02  0.84382  0.84713  1.00000  0.99739  0.99871
6.360000000e+02  0.83976  0.84337  1.00000  0.99701  0.99870
6.350000000e+02  0.80632  0.83929  1.00000  0.96190  0.99869
6.340000000e+02  0.80768  0.83478  1.00000  0.96887  0.99867
6.330000000e+02  0.81754  0.82975  1.00000  0.98666  0.99862
6.320000000e+02  0.78694  0.82400  1.00000  0.95647  0.99854
6.310000000e+02  0.81444  0.81725  1.00000  0.99819  0.99835
6.300000000e+02  0.80598  0.80912  1.00000  0.99824  0.99786
6.290000000e+02  0.79475  0.79898  1.00000  0.99859  0.99610
6.280000000e+02  0.76940  0.78578  1.00000  0.99767  0.98141
6.270000000e+02  0.76086  0.76770  1.00000  0.99825  0.99285
6.260000000e+02  0.73660  0.74140  1.00000  0.99614  0.99736
6.250000000e+02  0.68925  0.70030  1.00000  0.98620  0.99822
6.240000000e+02  0.60060  0.63079  1.00000  0.95165  0.99852
6.230000000e+02  0.49942  0.50451  1.00000  0.99161  0.99866
6.220000000e+02  0.28249  0.28466  1.00000  0.99309  0.99874
6.210000000e+02  0.03889  0.04029  1.00000  0.86580  0.99879
6.200000000e+02  0.11048  0.11177  1.00000  0.98480  0.99883
6.190000000e+02  0.37199  0.37376  1.00000  0.99670  0.99885
6.180000000e+02  0.54875  0.55105  1.00000  0.99701  0.99888
6.170000000e+02  0.63521  0.64218  1.00000  0.99006  0.99889
6.160000000e+02  0.68361  0.69219  1.00000  0.98857  0.99891
6.150000000e+02  0.70364  0.72071  1.00000  0.97746  0.99892
6.140000000e+02  0.73360  0.73716  1.00000  0.99622  0.99893
6.130000000e+02  0.74363  0.74683  1.00000  0.99678  0.99894
6.120000000e+02  0.74310  0.75215  1.00000  0.98900  0.99895
6.110000000e+02  0.69184  0.75318  1.00000  0.91952  0.99895
6.100000000e+02  0.65336  0.75192  1.00000  0.86989  0.99895
6.090000000e+02  0.73953  0.74920  1.00000  0.98814  0.99895
6.080000000e+02  0.73728  0.74529  1.00000  0.99028  0.99895
6.070000000e+02  0.73720  0.74034  1.00000  0.99682  0.99895
6.060000000e+02  0.73239  0.73436  1.00000  0.99836  0.99895
6.050000000e+02  0.72588  0.72739  1.00000  0.99898  0.99895
6.040000000e+02  0.71789  0.71920  1.00000  0.99923  0.99895
6.030000000e+02  0.70694  0.70917  1.00000  0.99790  0.99895
6.020000000e+02  0.69323  0.69519  1.00000  0.99823  0.99895
6.010000000e+02  0.66546  0.66768  1.00000  0.99773  0.99894
6.000000000e+02  0.56984  0.57787  1.00000  0.98611  0.99894
5.990000000e+02  0.64306  0.64455  1.00000  0.99875  0.99894
5.980000000e+02  0.65446  0.65615  1.00000  0.99849  0.99894
5.970000000e+02  0.64914  0.65072  1.00000  0.99865  0.99893
5.960000000e+02  0.63725  0.64072  1.00000  0.99564  0.99893
5.950000000e+02  0.59326  0.62869  1.00000  0.94470  0.99893
5.940000000e+02  0.61201  0.61572  1.00000  0.99506  0.99892
5.930000000e+02  0.58216  0.60135  1.00000  0.96890  0.99892
5.920000000e+02  0.57994  0.58586  1.00000  0.99101  0.99891
5.910000000e+02  0.55336  0.56950  1.00000  0.97281  0.99890
5.900000000e+02  0.54404  0.55193  1.00000  0.98687  0.99889
5.890000000e+02  0.53075  0.53318  1.00000  0.99655  0.99887
5.880000000e+02  0.51215  0.51328  1.00000  0.99896  0.99884
5.870000000e+02  0.49091  0.49214  1.00000  0.99868  0.99880
5.860000000e+02  0.46847  0.46973  1.00000  0.99859  0.99872
5.850000000e+02  0.44464  0.44609  1.00000  0.99820  0.99853
5.840000000e+02  0.41251  0.42112  1.00000  0.98111  0.99795
5.830000000e+02  0.38585  0.39487  1.00000  0.98336  0.99383
5.820000000e+02  0.34091  0.36731  1.00000  0.93647  0.99168
5.810000000e+02  0.33654  0.33851  1.00000  0.99669  0.99747
5.800000000e+02  0.30750  0.30856  1.00000  0.99817  0.99837
5.790000000e+02  0.27688  0.27766  1.00000  0.99859  0.99858
5.780000000e+02  0.24517  0.24606  1.00000  0.99771  0.99865
5.770000000e+02  0.20861  0.21408  1.00000  0.97439  0.99867
5.760000000e+02  0.17879  0.18213  1.00000  0.98379  0.99865
5.750000000e+02  0.14927  0.15073  1.00000  0.99123  0.99862
5.740000000e+02  0.11733  0.12058  1.00000  0.97328  0.99855
5.730000000e+02  0.08962  0.09248  1.00000  0.97001  0.99845
5.720000000e+02  0.06652  0.06724  1.00000  0.99110  0.99829
5.710000000e+02  0.04129  0.04551  1.00000  0.90818  0.99800
5.700000000e+02  0.02661  0.02813  1.00000  0.94948  0.99740
5.690000000e+02  0.01530  0.01547  1.00000  0.99402  0.99586
5.680000000e+02  0.00714  0.00725  1.00000  0.99437  0.98971
5.670000000e+02  0.00241  0.00263  1.00000  0.94975  0.94914
5.660000000e+02  0.00058  0.00068  1.00000  0.90171  0.98720
5.650000000e+02  0.00011  0.00011  1.00000  0.99631  0.99536
5.640000000e+02  0.00001  0.00001  1.00000  0.99725  0.99715
5.630000000e+02  0.00000  0.00000  1.00000  0.99575  0.99783
5.620000000e+02  0.00000  0.00000  1.00000  0.99818  0.99815
5.610000000e+02  0.00000  0.00000  1.00000  0.99801  0.99831
5.600000000e+02  0.00000  0.00000  1.00000  0.96817  0.99841
5.590000000e+02  0.00000  0.00000  1.00000  0.99469  0.99847
5.580000000e+02  0.00000  0.00000  1.00000  0.98999  0.99850
5.570000000e+02  0.00000  0.00000  1.00000  0.99361  0.99853
5.560000000e+02  0.00000  0.00000  1.00000  0.99827  0.99854
5.550000000e+02  0.00000  0.00000  1.00000  0.99857  0.99855
5.540000000e+02  0.00000  0.00000  1.00000  0.99882  0.99855
5.530000000e+02  0.00000  0.00000  1.00000  0.99743  0.99855
5.520000000e+02  0.00000  0.00000  1.00000  0.99043  0.99854
5.510000000e+02  0.00000  0.00000  1.00000  0.93495  0.99851
5.500000000e+02  0.00001  0.00001  1.00000  0.99402  0.99848
5.490000000e+02  0.00008  0.00008  1.00000  0.98822  0.99845
5.480000000e+02  0.00012  0.00012  1.00000  0.99866  0.99841
5.470000000e+02  0.00137  0.00137  1.00000  0.99863  0.99838
5.460000000e+02  0.00585  0.00587  1.00000  0.99775  0.99834
5.450000000e+02  0.01364  0.01426  1.00000  0.96090  0.99830
5.440000000e+02  0.02696  0.02714  1.00000  0.99439  0.99826
5.430000000e+02  0.04439  0.04464  1.00000  0.99642  0.99822
5.420000000e+02  0.06627  0.06650  1.00000  0.99836  0.99817
5.410000000e+02  0.09162  0.09205  1.00000  0.99731  0.99813
5.400000000e+02  0.11823  0.12045  1.00000  0.98322  0.99808
5.390000000e+02  0.14609  0.15103  1.00000  0.96704  0.99804
5.380000000e+02  0.18165  0.18259  1.00000  0.99695  0.99799
5.370000000e+02  0.21373  0.21458  1.00000  0.99807  0.99793
5.360000000e+02  0.24247  0.24751  1.00000  0.98184  0.99788
5.350000000e+02  0.27794  0.27962  1.00000  0.99620  0.99783
5.340000000e+02  0.30325  0.31091  1.00000  0.97701  0.99777
5.330000000e+02  0.33991  0.34129  1.00000  0.99818  0.99772
5.320000000e+02  0.36926  0.37059  1.00000  0.99877  0.99766
5.310000000e+02  0.39496  0.39861  1.00000  0.99322  0.99759
5.300000000e+02  0.41829  0.42539  1.00000  0.98593  0.99753
5.290000000e+02  0.44845  0.45088  1.00000  0.99711  0.99746
5.280000000e+02  0.47336  0.47511  1.00000  0.99893  0.99738
5.270000000e+02  0.49596  0.49804  1.00000  0.99854  0.99729
5.260000000e+02  0.51750  0.51977  1.00000  0.99851  0.99713
5.250000000e+02  0.53682  0.54029  1.00000  0.99747  0.99610
5.240000000e+02  0.54762  0.55970  1.00000  0.98212  0.99637
5.230000000e+02  0.52905  0.57801  1.00000  0.91744  0.99693
5.220000000e+02  0.56436  0.59434  1.00000  0.95247  0.99692
5.210000000e+02  0.59819  0.60599  1.00000  0.99031  0.99681
5.200000000e+02  0.56828  0.61645  1.00000  0.92465  0.99667
5.190000000e+02  0.62253  0.62850  1.00000  0.99394  0.99652
5.180000000e+02  0.62714  0.63940  1.00000  0.98449  0.99634
5.170000000e+02  0.62364  0.64978  1.00000  0.96328  0.99615
5.160000000e+02  0.65562  0.66027  1.00000  0.99700  0.99593
5.150000000e+02  0.65951  0.67017  1.00000  0.98834  0.99569
5.140000000e+02  0.67528  0.67967  1.00000  0.99812  0.99542
5.130000000e+02  0.68412  0.68844  1.00000  0.99862  0.99510
5.120000000e+02  0.69072  0.69593  1.00000  0.99781  0.99470
5.110000000e+02  0.69508  0.70008  1.00000  0.99872  0.99412
5.100000000e+02  0.67755  0.68418  1.00000  0.99752  0.99271
5.090000000e+02  0.65041  0.66807  1.00000  0.98636  0.98657
5.080000000e+02  0.64839  0.72237  1.00000  0.90521  0.99179
5.070000000e+02  0.72851  0.73831  1.00000  0.99453  0.99219
5.060000000e+02  0.73988  0.74822  1.00000  0.99712  0.99171
5.050000000e+02  0.74097  0.75393  1.00000  0.99173  0.99099
5.040000000e+02  0.74575  0.75396  1.00000  0.99901  0.99009
5.030000000e+02  0.75823  0.76751  1.00000  0.99891  0.98899
5.020000000e+02  0.76899  0.78019  1.00000  0.99796  0.98766
5.010000000e+02  0.77411  0.78839  1.00000  0.99583  0.98602
5.000000000e+02  0.77486  0.79561  1.00000  0.98975  0.98398
4.990000000e+02  0.76069  0.80229  1.00000  0.96614  0.98142
4.980000000e+02  0.77948  0.80857  1.00000  0.98559  0.97812
4.970000000e+02  0.76647  0.81450  1.00000  0.96634  0.97380
4.960000000e+02  0.75369  0.81999  1.00000  0.94958  0.96795
4.950000000e+02  0.78996  0.82493  1.00000  0.99772  0.95980
4.940000000e+02  0.78492  0.82905  1.00000  0.99876  0.94796
4.930000000e+02  0.77245  0.83172  1.00000  0.99878  0.92987
4.920000000e+02  0.74189  0.83024  1.00000  0.99309  0.89976
4.910000000e+02  0.68124  0.80604  1.00000  0.99818  0.84627
4.900000000e+02  0.58616  0.79821  1.00000  0.99050  0.74081
4.890000000e+02  0.37586  0.73243  1.00000  0.99434  0.51193
4.880000000e+02  0.08496  0.73863  1.00000  0.99200  0.12371
4.870000000e+02  0.01626  0.82393  1.00000  0.95262  0.01937
4.860000000e+02  0.27096  0.84223  1.00000  0.99601  0.32222
4.850000000e+02  0.55163  0.85055  1.00000  0.99765  0.65007
4.840000000e+02  0.68351  0.85480  1.00000  0.99630  0.80257
4.830000000e+02  0.74713  0.85690  1.00000  0.99558  0.87577
4.820000000e+02  0.72543  0.85536  1.00000  0.92647  0.91599
4.810000000e+02  0.72039  0.85662  1.00000  0.89564  0.93894
4.800000000e+02  0.78201  0.85289  1.00000  0.96160  0.95349
4.790000000e+02  0.80905  0.84835  1.00000  0.99019  0.96313
4.780000000e+02  0.80627  0.83457  1.00000  0.99609  0.96990
4.770000000e+02  0.77662  0.80107  1.00000  0.99463  0.97470
4.760000000e+02  0.65770  0.71287  1.00000  0.94385  0.97802
4.750000000e+02  0.40299  0.41484  1.00000  0.99402  0.97771
4.740000000e+02  0.55727  0.57122  1.00000  0.99283  0.98231
4.730000000e+02  0.69640  0.74821  1.00000  0.94568  0.98489
4.720000000e+02  0.76345  0.78578  1.00000  0.98501  0.98639
4.710000000e+02  0.66553  0.70818  1.00000  0.94893  0.98751
4.700000000e+02  0.74769  0.80760  1.00000  0.93734  0.98838
4.690000000e+02  0.79520  0.85373  1.00000  0.94151  0.98908
4.680000000e+02  0.77300  0.86991  1.00000  0.89786  0.98959
4.670000000e+02  0.82865  0.87706  1.00000  0.95447  0.98990
4.660000000e+02  0.86248  0.88002  1.00000  0.99008  0.98988
4.650000000e+02  0.86035  0.87512  1.00000  0.99445  0.98861
4.640000000e+02  0.84626  0.88266  1.00000  0.98339  0.97499
4.630000000e+02  0.82382  0.88399  1.00000  0.94481  0.98633
4.620000000e+02  0.84975  0.88335  1.00000  0.97138  0.99030
4.610000000e+02  0.87097  0.88088  1.00000  0.99756  0.99117
4.600000000e+02  0.86732  0.87691  1.00000  0.99763  0.99142
4.590000000e+02  0.86159  0.87119  1.00000  0.99748  0.99147
4.580000000e+02  0.84541  0.86321  1.00000  0.98780  0.99143
4.570000000e+02  0.80767  0.85207  1.00000  0.95639  0.99132
4.560000000e+02  0.82710  0.83637  1.00000  0.99775  0.99115
4.550000000e+02  0.80085  0.81378  1.00000  0.99307  0.99091
4.540000000e+02  0.76987  0.78030  1.00000  0.99597  0.99062
4.530000000e+02  0.72048  0.72888  1.00000  0.99818  0.99027
4.520000000e+02  0.63799  0.64684  1.00000  0.99650  0.98985
4.510000000e+02  0.50624  0.51258  1.00000  0.99828  0.98935
4.500000000e+02  0.29958  0.30399  1.00000  0.99643  0.98878
4.490000000e+02  0.07013  0.07358  1.00000  0.94844  0.98811
4.480000000e+02  0.00150  0.00153  1.00000  0.99483  0.98734
4.470000000e+02  0.06779  0.06959  1.00000  0.99185  0.98644
4.460000000e+02  0.27611  0.28676  1.00000  0.97759  0.98540
4.450000000e+02  0.47929  0.49612  1.00000  0.97921  0.98419
4.440000000e+02  0.61128  0.62323  1.00000  0.99820  0.98277
4.430000000e+02  0.64529  0.66057  1.00000  0.99578  0.98110
4.420000000e+02  0.70169  0.74676  1.00000  0.95971  0.97912
4.410000000e+02  0.69782  0.76696  1.00000  0.93162  0.97676
4.400000000e+02  0.68262  0.70355  1.00000  0.99613  0.97391
4.390000000e+02  0.53324  0.55286  1.00000  0.99456  0.97045
4.380000000e+02  0.71229  0.76757  1.00000  0.96118  0.96616
4.370000000e+02  0.78164  0.82875  1.00000  0.98110  0.96082
4.360000000e+02  0.83144  0.87345  1.00000  0.99779  0.95400
4.350000000e+02  0.84210  0.89199  1.00000  0.99882  0.94520
4.340000000e+02  0.84185  0.90300  1.00000  0.99873  0.93348
4.330000000e+02  0.83472  0.91072  1.00000  0.99891  0.91757
4.320000000e+02  0.81922  0.91648  1.00000  0.99871  0.89505
4.310000000e+02  0.78961  0.92088  1.00000  0.99437  0.86227
4.300000000e+02  0.72730  0.92445  1.00000  0.96975  0.81170
4.290000000e+02  0.65446  0.92743  1.00000  0.96758  0.72912
4.280000000e+02  0.54593  0.92998  1.00000  0.99463  0.59033
4.270000000e+02  0.33073  0.93217  1.00000  0.99813  0.35550
4.260000000e+02  0.07573  0.93408  1.00000  0.99272  0.08166
4.250000000e+02 -0.00003  0.93578  1.00000  0.96799 -0.00003
4.240000000e+02  0.01277  0.93729  1.00000  0.95890  0.01498
4.230000000e+02  0.19986  0.93864  1.00000  0.99271  0.21402
4.220000000e+02  0.46192  0.93985  1.00000  0.99838  0.49223
4.210000000e+02  0.62876  0.94095  1.00000  0.99464  0.67192
4.200000000e+02  0.73000  0.94194  1.00000  0.99891  0.77582
4.190000000e+02  0.79170  0.94284  1.00000  0.99926  0.84031
4.180000000e+02  0.83055  0.94365  1.00000  0.99931  0.88075
4.170000000e+02  0.85627  0.94439  1.00000  0.99894  0.90765
4.160000000e+02  0.87391  0.94504  1.00000  0.99823  0.92636
4.150000000e+02  0.88150  0.94563  1.00000  0.99194  0.93977
4.140000000e+02  0.84709  0.94615  1.00000  0.94302  0.94929
4.130000000e+02  0.89113  0.94660  1.00000  0.98867  0.95218
4.120000000e+02  0.90581  0.94699  1.00000  0.99768  0.95874
4.110000000e+02  0.91594  0.94730  1.00000  0.99899  0.96787
4.100000000e+02  0.92010  0.94754  1.00000  0.99880  0.97222
4.090000000e+02  0.91892  0.94770  1.00000  0.99402  0.97547
4.080000000e+02  0.89372  0.94778  1.00000  0.96406  0.97809
4.070000000e+02  0.92741  0.94777  1.00000  0.99826  0.98022
4.060000000e+02  0.92943  0.94767  1.00000  0.99882  0.98191
4.050000000e+02  0.92995  0.94745  1.00000  0.99840  0.98311
4.040000000e+02  0.92269  0.94711  1.00000  0.99056  0.98351
4.030000000e+02  0.91342  0.94662  1.00000  0.98350  0.98108
4.020000000e+02  0.85171  0.94597  1.00000  0.94640  0.95230
4.010000000e+02  0.89121  0.94511  1.00000  0.96599  0.97607
4.000000000e+02  0.91094  0.94402  1.00000  0.97838  0.98628
3.990000000e+02  0.92931  0.94265  1.00000  0.99717  0.98864
3.980000000e+02  0.93003  0.94095  1.00000  0.99849  0.98988
3.970000000e+02  0.91353  0.93884  1.00000  0.98218  0.99069
3.960000000e+02  0.92367  0.93619  1.00000  0.99527  0.99131
3.950000000e+02  0.92071  0.93284  1.00000  0.99514  0.99180
3.940000000e+02  0.91979  0.92851  1.00000  0.99838  0.99222
3.930000000e+02  0.88734  0.92274  1.00000  0.96876  0.99257
3.920000000e+02  0.90254  0.91417  1.00000  0.99438  0.99287
3.910000000e+02  0.88292  0.89009  1.00000  0.99882  0.99312
3.900000000e+02  0.87910  0.88561  1.00000  0.99931  0.99333
3.890000000e+02  0.87426  0.88078  1.00000  0.99911  0.99349
3.880000000e+02  0.85500  0.86284  1.00000  0.99728  0.99361
3.870000000e+02  0.80927  0.83491  1.00000  0.97561  0.99370
3.860000000e+02  0.78509  0.79054  1.00000  0.99933  0.99373
3.850000000e+02  0.72500  0.73030  1.00000  0.99902  0.99372
3.840000000e+02  0.62778  0.63207  1.00000  0.99956  0.99364
3.830000000e+02  0.47100  0.47436  1.00000  0.99939  0.99350
3.820000000e+02  0.24395  0.24585  1.00000  0.99902  0.99328
3.810000000e+02  0.04445  0.04478  1.00000  0.99945  0.99295
3.800000000e+02  0.00350  0.00353  1.00000  0.99898  0.99248
3.790000000e+02  0.09577  0.09808  1.00000  0.98962  0.99182
3.780000000e+02  0.31784  0.32830  1.00000  0.97206  0.99090
3.770000000e+02  0.52936  0.53604  1.00000  0.99832  0.98958
3.760000000e+02  0.65588  0.67215  1.00000  0.98782  0.98765
3.750000000e+02  0.72495  0.75854  1.00000  0.97017  0.98473
3.740000000e+02  0.79745  0.81462  1.00000  0.99886  0.98009
3.730000000e+02  0.82685  0.85180  1.00000  0.99869  0.97202
3.720000000e+02  0.83735  0.87702  1.00000  0.99851  0.95623
3.710000000e+02  0.80409  0.89222  1.00000  0.98061  0.91915
3.700000000e+02  0.73523  0.90205  1.00000  0.99829  0.81658
3.690000000e+02  0.38069  0.90795  1.00000  0.99553  0.42138
3.680000000e+02  0.37056  0.91092  1.00000  0.99679  0.40785
3.670000000e+02  0.70399  0.91148  1.00000  0.97627  0.79172
3.660000000e+02  0.81971  0.92420  1.00000  0.99492  0.89067
3.650000000e+02  0.89334  0.94567  1.00000  0.98693  0.95725
3.640000000e+02  0.88083  0.94917  1.00000  0.95406  0.97245
3.630000000e+02  0.92379  0.95221  1.00000  0.98924  0.98067
3.620000000e+02  0.93399  0.95479  1.00000  0.99260  0.98552
3.610000000e+02  0.94357  0.95701  1.00000  0.99733  0.98859
3.600000000e+02  0.93157  0.95894  1.00000  0.98063  0.99067
3.590000000e+02  0.90193  0.96062  1.00000  0.94635  0.99214
3.580000000e+02  0.92214  0.96210  1.00000  0.96502  0.99321
3.570000000e+02  0.95270  0.96340  1.00000  0.99494  0.99392
3.560000000e+02  0.95605  0.96456  1.00000  0.99730  0.99387
3.550000000e+02  0.94752  0.96560  1.00000  0.98612  0.99508
3.540000000e+02  0.95964  0.96653  1.00000  0.99727  0.99559
3.530000000e+02  0.93788  0.96737  1.00000  0.97345  0.99596
3.520000000e+02  0.93671  0.96812  1.00000  0.97119  0.99625
3.510000000e+02  0.96431  0.96880  1.00000  0.99887  0.99649
3.500000000e+02  0.96473  0.96941  1.00000  0.99847  0.99669
3.490000000e+02  0.96637  0.96996  1.00000  0.99944  0.99686
3.480000000e+02  0.96711  0.97045  1.00000  0.99958  0.99698
3.470000000e+02  0.96761  0.97088  1.00000  0.99964  0.99700
3.460000000e+02  0.96769  0.97126  1.00000  0.99972  0.99660
3.450000000e+02  0.96525  0.97159  1.00000  0.99960  0.99388
3.440000000e+02  0.96687  0.97186  1.00000  0.99801  0.99685
3.430000000e+02  0.95969  0.97206  1.00000  0.98980  0.99744
3.420000000e+02  0.96938  0.97221  1.00000  0.99944  0.99765
3.410000000e+02  0.96979  0.97227  1.00000  0.99967  0.99777
3.400000000e+02  0.96995  0.97225  1.00000  0.99977  0.99787
3.390000000e+02  0.96964  0.97211  1.00000  0.99951  0.99795
3.380000000e+02  0.96947  0.97182  1.00000  0.99955  0.99802
3.370000000e+02  0.96902  0.97128  1.00000  0.99959  0.99808
3.360000000e+02  0.96722  0.97009  1.00000  0.99890  0.99814
3.350000000e+02  0.96192  0.96893  1.00000  0.99459  0.99817
3.340000000e+02  0.96517  0.96848  1.00000  0.99838  0.99820
3.330000000e+02  0.93135  0.96661  1.00000  0.96522  0.99822
3.320000000e+02  0.95780  0.96365  1.00000  0.99567  0.99825
3.310000000e+02  0.95643  0.95895  1.00000  0.99910  0.99827
3.300000000e+02  0.94881  0.95119  1.00000  0.99919  0.99829
3.290000000e+02  0.93502  0.93755  1.00000  0.99898  0.99832
3.280000000e+02  0.90211  0.91080  1.00000  0.99206  0.99834
3.270000000e+02  0.82025  0.85281  1.00000  0.96316  0.99836
3.260000000e+02  0.69554  0.69890  1.00000  0.99694  0.99838
3.250000000e+02  0.44921  0.45028  1.00000  0.99919  0.99840
3.240000000e+02  0.75841  0.76050  1.00000  0.99885  0.99843
3.230000000e+02  0.87021  0.87201  1.00000  0.99949  0.99845
3.220000000e+02  0.91448  0.91679  1.00000  0.99901  0.99847
3.210000000e+02  0.93093  0.93349  1.00000  0.99877  0.99849
3.200000000e+02  0.93321  0.95356  1.00000  0.98013  0.99850
3.190000000e+02  0.96039  0.96299  1.00000  0.99877  0.99852
3.180000000e+02  0.96575  0.96837  1.00000  0.99874  0.99854
3.170000000e+02  0.96152  0.97165  1.00000  0.99100  0.99856
3.160000000e+02  0.93519  0.97458  1.00000  0.96095  0.99858
3.150000000e+02  0.97376  0.97641  1.00000  0.99869  0.99859
3.140000000e+02  0.97475  0.97684  1.00000  0.99925  0.99861
3.130000000e+02  0.97699  0.97881  1.00000  0.99952  0.99862
3.120000000e+02  0.97845  0.98012  1.00000  0.99966  0.99863
3.110000000e+02  0.97877  0.98054  1.00000  0.99954  0.99864
3.100000000e+02  0.97560  0.98139  1.00000  0.99544  0.99865
3.090000000e+02  0.98045  0.98247  1.00000  0.99930  0.99864
3.080000000e+02  0.98142  0.98311  1.00000  0.99966  0.99862
3.070000000e+02  0.98188  0.98364  1.00000  0.99966  0.99855
3.060000000e+02  0.98202  0.98409  1.00000  0.99963  0.99826
3.050000000e+02  0.98000  0.98435  1.00000  0.99939  0.99619
3.040000000e+02  0.98059  0.98470  1.00000  0.99802  0.99779
3.030000000e+02  0.96516  0.98497  1.00000  0.98148  0.99837
3.020000000e+02  0.94989  0.98521  1.00000  0.96571  0.99838
3.010000000e+02  0.97552  0.98544  1.00000  0.99178  0.99814
3.000000000e+02  0.98117  0.98564  1.00000  0.99817  0.99729
2.990000000e+02  0.97674  0.98584  1.00000  0.99917  0.99159
2.980000000e+02  0.97510  0.98602  1.00000  0.99946  0.98945
2.970000000e+02  0.98269  0.98619  1.00000  0.99920  0.99725
2.960000000e+02  0.98410  0.98636  1.00000  0.99954  0.99817
2.950000000e+02  0.98442  0.98651  1.00000  0.99941  0.99847
2.940000000e+02  0.98131  0.98666  1.00000  0.99596  0.99860
2.930000000e+02  0.97171  0.98681  1.00000  0.98601  0.99867
2.920000000e+02  0.98446  0.98695  1.00000  0.99876  0.99871
2.910000000e+02  0.98353  0.98709  1.00000  0.99765  0.99874
2.900000000e+02  0.98437  0.98722  1.00000  0.99835  0.99876
2.890000000e+02  0.96156  0.98735  1.00000  0.97507  0.99877
2.880000000e+02  0.98401  0.98748  1.00000  0.99771  0.99878
2.870000000e+02  0.98274  0.98760  1.00000  0.99629  0.99879
2.860000000e+02  0.94847  0.98771  1.00000  0.96142  0.99880
2.850000000e+02  0.98450  0.98782  1.00000  0.99783  0.99881
2.840000000e+02  0.98599  0.98792  1.00000  0.99924  0.99881
2.830000000e+02  0.98324  0.98799  1.00000  0.99637  0.99882
2.820000000e+02  0.98610  0.98816  1.00000  0.99910  0.99882
2.810000000e+02  0.98623  0.98827  1.00000  0.99910  0.99883
2.800000000e+02  0.98377  0.98838  1.00000  0.99650  0.99883
2.790000000e+02  0.98363  0.98848  1.00000  0.99625  0.99883
2.780000000e+02  0.98672  0.98859  1.00000  0.99927  0.99884
2.770000000e+02  0.98234  0.98869  1.00000  0.99473  0.99884
2.760000000e+02  0.98693  0.98878  1.00000  0.99928  0.99884
2.750000000e+02  0.98405  0.98885  1.00000  0.99630  0.99884
2.740000000e+02  0.97910  0.98892  1.00000  0.99123  0.99884
2.730000000e+02  0.96999  0.98895  1.00000  0.98197  0.99883
2.720000000e+02  0.98690  0.98905  1.00000  0.99899  0.99883
2.710000000e+02  0.98712  0.98913  1.00000  0.99915  0.99882
2.700000000e+02  0.98762  0.98918  1.00000  0.99960  0.99882
2.690000000e+02  0.98735  0.98922  1.00000  0.99929  0.99882
2.680000000e+02  0.98599  0.98920  1.00000  0.99794  0.99881
2.670000000e+02  0.97326  0.98891  1.00000  0.98535  0.99881
2.660000000e+02  0.98599  0.98796  1.00000  0.99920  0.99880
2.650000000e+02  0.98380  0.98928  1.00000  0.99566  0.99880
